,tweet_raw_text,task_1
1981,:  क्या कोई जानकार मित्र बता सकता है कि पप्पू मूत्र में ऐसा कौन सा केमिकल होता है जिसको पीकर कांग्रेसी चमचों को चौकीदार…,HOF
1982,: You dirty lying liar,HOF
1983,: ) Fuck dem kids2) fuck conservatives3) IF I WANT BIRTH CONTROL BECAUSE I WANT TO BE RAWDOGGED IN THE BACK OF AN APPLEBEE,HOF
1984,Never seen a besharam haraam khor more than this man \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd,HOF
1985,Had to slow that shit down,HOF
1986,": Oh look, is now sending Rudy Giuliani to actively seek the assistance of a foreign government to help Trump i",NOT
1987,Ye kadi ninda bali govt nhi hai....army apna kaam kr rhi hai...bahut jald terror free kashmir ho jayega,NOT
1988,": I see everyone has found my man Bigtime Tommie, who is responsible for the greatest piece of television ever created https",NOT
1989,to aaj se I hate mitha,HOF
1990,उसमे ये गन्दी सी शक्ल की कौन है,HOF
1991,Abe dhakan Islam sirf saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya,NOT
1992,kisi ki maa ke bare mein agar bar bar kuch bola hate toh ap shant rahoge...,NOT
1993,"ना आमिर औन ना सलमान-शाहरुख ,  करीना कपूर को ने बताया इस अभिनेता को सबसे बड़ा खान https : //t.co/6mEZHEu0ia",NOT
1994,: It's a little after pm here and this where the country's th democratic election results stands. in the lead with (,NOT
1995,Jinke Ghar me laterin na ho unki ladies ke Saath yadi rape hota hai to ho Aisa law banana chahiye STOPPED RAPE.,NOT
1996,Headline to kuch or bnata bhai tu. Tere jaise media Ki wajah se hi logon me patriotism kam ho raha hai and terrorism bad raha hai.,HOF
1997,Motherchod wo to ajse sal pehle nahi tha. Pichle saal se US ungli Kar raha hai isiliye terrorism hue hai,NOT
1998,"Ab choodo yaar nahy, asli terrorism tou ab shuru hua hay!",NOT
1999,Bijnor me rape !! Insaniyat sharamsar !! Lkin wajahid k nazdeek rape jurm ni !!,HOF
2000,ab haffiz saeed ko Bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai,NOT
2001,:  साफ साफ कहो ना। पप्पू मूत पीना है 😜😜,HOF
2002,:  एक बाबरी टूटी थी मुसलमान आज तक भाजपा को वोट नहीं देता।  लाखों मंदिर कांग्रेस ने तुड़वाए फिर भी हिंदू समझते नहीं।।,HOF
2003,"मेरे घर में मेरा भाई  ,  मेरे फूफा उनका भाई सब पुलिस में है",NOT
2004,Jai ko likha kisine khoon se ek love letter! Kya hai is teesri premika ka naam?,NOT
2005,Koi Tiger ka khoon kar do... Humari nhi to kisi ki nahi...,NOT
2006,जनरल नालेज का सवाल  IPhone का जो थोड़ा सा सेब कटा हुआ है  उसको किसने खाया ???  किसी के पास जवाब हो तो बताना..  😀😀😀,NOT
2007,mera sabse favorite singer me se thaa tu... per aaj se i hate you... agar boond boond se samander banta hai toh kam bhi ho sakta hai...,HOF
2008,Hate toh sab se milta rahta hai yaar!,NOT
2009,My mother nowwwww threaten to kick me out because SHE left a cup and a plate in the sink for days and I didn't wa,NOT
2010,: Anyone who doesn't say their mobile number in the /3/3 format is a fucking danger,HOF
2011,bhai ke rape case pe kaun marham laga raha hai sir kabhi uski bhi charcha kar liya kariye,NOT
2012,Thank God for Trump. President after President promised to address this problem and NOBODY stepped up........except Trump.,NOT
2013,:  दिग्विजय सिंह ने वोट माँगने के लालच में आज अपना वोट नहीं डाला।  ये है इनकी राष्ट्रभक्ति,HOF
2014,Ek aurat ka rape ho gaya hai yaha wo use bhi politics me uska bachao kar rahi hai,HOF
2015,I'm really fucking,HOF
2016,Great!!! Aap jaise hi himmat wali lady ki jarurat hai jo film ke liye nahi apne hakk ke liye haryana mein ho gang rape ho raha hai in sab ke liye jauhar Kare... Gov jarur aur hamre society sunega...,NOT
2017,: Clive Palmer contracted a labour hire company to recruit and pay people to hand out his how to vote cards at polling,NOT
2018,Wah ji wah kash aap jaise log pakistan ki gaddi me b baith jaye to ye terrorism or border ki samasya hal ho jaye,NOT
2019,I think shes mad you didnt know her name,NOT
2020,You got a lot of mouth for a guy who is going to get anal raped in prison,HOF
2021,:  *अमेठी की जनता की राय* https : //t.co/OL31B5uLET,NOT
2022,: do you ever catch yourself being mean for no reason and youre just like???? go take a nap????,NOT
2023,: in case youre having a bad day,NOT
2024,Passa p\xc3\xa5 att g\xc3\xa5 Shuttle Time-utbildning under Swedish Open i Lund.\n,NOT
2025,Abhi bhe time he sab sudar jao.,NOT
2026,\xe2\x80\xa6,NOT
2027,BIT DUA'S PERFORMING WITH BLACKPINK WHATRTTFFFCCSHSH,NOT
2028,Ye to terrorism ki jagah doosra le lega!!,NOT
2029,I am currently listening to it on repeat while doing the dishes in the kitchen it's a true kitchen tatte dance time...,HOF
2030,मुझे ईस बात मे संदेह नही है कोलकत्ता की CM कोलकत्ता को पाकिस्तान बनाना चाहती हैं..,HOF
2031,koi khoon ko holi nhi kheli ja rahi ji...apko galat dikhaya jata hai taki ap india ke against rahi,NOT
2032,Cow pr hamla hoga,NOT
2033,:  प्रकाश अम्बेडकर ने पहले ही कहा था कि हम सत्ता में आये तो चुनाव आयुक्त को जेल भेजा जाएगा.  उस समय हंसी आ रही थी पर अब लग…,NOT
2034,नेहरू से लेकर राजीव तक सब बिना मेहनत के प्रधानमंत्री बने थे  केवल पप्पू की ही किस्मत खोटी निकली 🤣🤣😂🤣😂,HOF
2035,Madarchod k bachy rape ki ulad ye dikh,NOT
2036,Chutiya kahi ka........ \xf0\x9f\x98\x82\xf0\x9f\x98\x82,HOF
2037,:  तबियत ठीक नही रहती अब बिल्कुल भी  जब से तुमने हाल पूछना बन्द किया है  😘❤️ https : //t.co/tLqMiMSq05,NOT
2038,Aja teri gand m land maro sali kutiya bana kr choduga aj,HOF
2039,:  बिना वारंट के कोर्ट के मना करने के बाद भी वडोदरा क्राइम ब्रांच वाले भाजपा के नेताओं के कहने पर जुबेर पठान को रात के 2…,NOT
2040,Morning world,NOT
2041,Hate u use bola jata jise sab se Jada love karte ho,NOT
2042,Refrees leke Barcelona se Rokda\nChudate apni Maa ka bhosda\n\nFuck Barcelona,HOF
2043,Yeh toh vaakai mein AAPTARD nikla matlab chutiya,HOF
2044,"India ko online kaam, aur vikas nahi balki medical, education aur rape ke liye death sentence lana chiye.",NOT
2045,pehle confirm karo ke Mohammad ne sach mein saal ki bachchi Ka rape kiya tha!,NOT
2046,"Because Nirodh had to be advertised at all times of day and night, they couldn't really stop private companies doin\xe2\x80\xa6",NOT
2047,* tumhari bharwat geeta mein rape ka hukum diya gaya hai lagta hai isi liye female ko dekhte hi zuban bahar *,NOT
2048,": This is not honesty. This is not integrity. If Mr. Barr didnt tell Congress the truth, and it appears he didnt, then he c",NOT
2049,: When youre on your th damn thats crazy and they still havent stopped talking,HOF
2050,:  हमारा बॉल गिर गया था खेलते वक़्त सूखे नाले टाइप गड्ढे में मेरे दोस्त ने टहनी पकड़ी और मैं उसका हाथ पकड़कर नीचे बॉल लेने उत…,NOT
2051,Bhai nirodh se yaad aya.. \xf0\x9f\x98\x89,NOT
2052,Agar aap ko rape ka khadsha hai to please gawah ka intezam advance main kariye.' - Munawar Hassan ka JI Women's wing se khitaab.,NOT
2053,Okay sooooooo the kendrea Johnson a year old African American committed suicide in November and that was not on a\xe2\x80\xa6,NOT
2054,aur ye barun ka comeback show tha. koi q nahi dekhna chahega? lekin fir b nahi dekh paye... mai shivani ko q hate karu? muze uski acting nahi achchi lagi. jo muze laga wo maine kaha. wo mera opinion hai.,NOT
2055,"Aap to antaryami nikli ...jai ho...to ab ye bhi bta do ki kaladhan kb aayega,bacchiyo ladkiyo aur aurto ka rape hona kb band hoga..employment kb milega...kisano ki aatmhatya band kb hongi..and so on..jai hind. . inquilaab jindabad",HOF
2056,":  चुनाव आयोग का मोदीजी के सामने नतमस्तक होना ,  राहुल गान्धी की नागरिकता का मुद्दा उठाना और yeti भी आ गया अब तो। देखिये। न्…",NOT
2057,yay!,NOT
2058,: Rajasthan me RSS ke Aatankwadi ne Lovejihad ke Naam par Gharib Musalman Afrazul ko Zinda Jala Kar maar Diya Gaya\n\n\xe2\x80\xa6,HOF
2059,: i HeArd sOmEthiNG aBoUt yOUgo hear it again bitch cause i dont give a fuck,HOF
2060,Teri ammi ko chodne wala insaan hai ye icc kya pure world isko badhai dekha bc hat mulle madarchod,HOF
2061,"Sirf rape hi nahin, nikah karte hain aur Musalman banate hain Hindu ladkiyon ko patake. bolte hain ajkal.",HOF
2062,naa likes naa Rts.. mar kyun nae jaaty sb,NOT
2063,Kahe kare hamara hate bahut mehnga hai.,NOT
2064,Bhai sab Pakistan has nothing to do with terrorism .. ap ka Raw ka banda hamary mulk main dehshat gardi karty huey pakra gaya.,NOT
2065,I kno they talkn bad to dude and cus shoulda been sleep he drove off like shit was sweet lol,HOF
2066,Kon kon hate krta hai mujhe? Jaao gaali do na.,NOT
2067,: \xe2\x80\xa6,NOT
2068,Hey there. Can you clarify the issue you're having? If you contact us here with more info a,NOT
2069,notebandi se fake currency gayab ho gaya,NOT
2070,tumhari army nay waha rape aur murders kiye hain,NOT
2071,IKR ;-; I need to catch up to so many anime fuck,HOF
2072,Coming together for music - The Hindu,NOT
2073,: did you not fucking tell all-stars to get paid,HOF
2074,Deshdrohi hum nahi aap ke mandir Ke . Pandit hai jo rape karte hain,HOF
2075,How u doing a rally without permission..? Answer me first.. lanka ravan all are dsnt exits. Show some\xe2\x80\xa6,NOT
2076,: might fuck around and go missing for a few months,HOF
2077,Mani shankar ayyer tu nich teta pariwar nich kutiya ke pille,HOF
2078,I want your choot choochi,HOF
2079,Pakistan ne apne terrorist se Civilian Jadhav ko Chabhar se kidnap karwaya hai. Bhagwa terrorism ki tarah India ko badnam karne ke liye. PAK military court ki trial fake and transparent nahi hai. Save Jadhav from the jaw of terroristan.,NOT
2080,/ Tumhare purkhe kamzor the. Apni aurato rape hone se nahi bacha paye,HOF
2081,":  एक तरफ दलित दलित शब्द को तोते की तरह रटने वाली मायावती ,  जिसने सिर्फ अपना साम्राज्य खड़ा किया  दूसरी…",HOF
2082,Teri gand me danda bhosdiwale. \nTu uski jhant ke barsbar bhi nahi he.\nLove you.,HOF
2083,एक बच्चा भी जानता है कि क्या करना है!!! So cute!!! https : //t.co/rOSpTTteKx,NOT
2084,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, on rape in",HOF
2085,Ye dekho chutiya,HOF
2086,: halsey: *performing*namjoon: GO BESTFRSN THATS MY BESTFRANNN GO BESTFRAN!!!!!!!,NOT
2087,: Found a veteran on tinder today,NOT
2088,Lukaku assist. Bhosadchod,HOF
2089,Delhi se hun main,NOT
2090,What could be fancier than having AS MANY BREADSTICKS AS YOU WANT. Tell me that's not how rich people live.,NOT
2091,Bitch,HOF
2092,": ""History and economic theory suggest that anxieties about technological unemployment are misplaced."" &amp; \xe2\x80\xa6",NOT
2093,I WILL FUCKING TURN INTO A SUPER SAYIAN IF YOU GUYS DONT VOTE FOR DAX,HOF
2094,Shut ur fucking gob cunt,HOF
2095,Ab khichadi tu kar rha hai. Baat rape ki chal rhi hai.,NOT
2096,matlab muslim hindu ladkiyo ka rape kare tumhe bura laga ab jab hindu hindu ladkiyonka rape kar rahe hai tumhe maja as raha hai ??? Knu bhai,HOF
2097,"One thing is sure, MaunMohan is now exposed as a very vile treacherous character. Jisko saal\xe2\x80\xa6",NOT
2098,: the worst feeling is when u find out u didnt mean as much to someone as u thought u did and u look so stupid for caring,NOT
2099,"Ha rem """" emoji I hate this emoji! Mujhe nagini ki hi yaad aati Hai",NOT
2100,:  भारत रत्न नेहरू चाचा कि वजह से  मसूद पर प्रतिबंधित लगा  धन्यवाद काका !  अब लोग सोच रहे होंगे कैसे ? ठरकी चाचा न होते…,HOF
2101,: HNY k time pe kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6,NOT
2102,"Nd One more thing agar koi Hindu apne haqq ki ya apne against kuchh ho tabhi pseudo intellectual ko ""Rape, inntolarance,murder,Kyun yaad aata hai? And inko rape hui ladki ke sath itna lagav hai toh sirf NirbhayaKand ke time kyun road par the? /2",HOF
2103,modi hi jeet gaya hhahah,NOT
2104,Hehehe kha jayogi mmmm mujhe to Lund /7 chaye,HOF
2105,Tere bhagwi baap ki maa ka rape konse baba ne Kara,NOT
2106,Mera Lund chuso,HOF
2107,I really got ASS,HOF
2108,: Teri vajah se chutiye hrs trafic me phansha raha chodu chutiya,HOF
2109,Tmhari gaand hai heee aesi... Kitna bhi chodo mann nhi bharta,HOF
2110,चल यारा गुस्सा कर जरा गुस्से में तू प्यार कर जरा,NOT
2111,:  नही तो दलाली करने के छोड़ दे।,NOT
2112,kidnap aur rape saala karne wale Shaik Sayeed bawazir aur uska sathi chanchalguda jail me,HOF
2113,Bts came from fucking nothing i literally hate yall disregarding how hard they have worked to get to where they ar,HOF
2114,:  श्रीराम की जन्मभूमि पर आत्महत्या कर लेगा एक मुसलमान… अगर फिर से मोदी न आये तो https : //t.co/BYyQBpYYqC,HOF
2115,Logon ne tujh jaise gawaron ko Minister film pe review ke liye nhi banaya. Ram Rahim ke talve chat liye. Ab pratidin ho rhe rape pe soch le.,NOT
2116,":  साल पहले राजीव गांधी INS विक्रांत पर छुट्टीयां बिता रहे थे ये पता है ,  मगर पुलवामा मे RDX कौन लेकर आया यह अभी तक पता…",NOT
2117,": Hi, Lesley! This picture be a bit misleading. However, as someone who has raises sheep i can clear it up for you. This pictur",NOT
2118,: its my birth month! go crazy go stupid,HOF
2119,if u like!!!\nmummy puri nangi ho k lund pe baith k chudwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5,HOF
2120,: Who raised these hateful ass bitches,HOF
2121,Nirodh ka virodh Part,NOT
2122,I dont know who need to hear this but CREAM IS NOT WHITE,NOT
2123,: ...,NOT
2124,: Please pray for my father hes hospitalized..,NOT
2125,Musalman hypocrite hai woh duniya janti hai me bhi manta hu kyunki % terrorist comes fr\xe2\x80\xa6,HOF
2126,Lol youll probably never place one again unless your in urology,NOT
2127,Padho tumhari terrorism padhyi. Ham to desh bhakt hi thik hai,NOT
2128,: Be involved in launching Digital Leaders Canada.,NOT
2129,Aanndd he did it,NOT
2130,": Moral of the story, Yall will spend that $25 when niggas is poppin but wont spend that $25 when niggas coming up. Yal",NOT
2131,": Because he himself is strong contender to be declared as murderer of BB. Other contender includes, kutta, Qati\xe2\x80\xa6",NOT
2132,We will because we can and regarding terrorism GOLBOHSHAN YADAVH Bhabi Netu Singh ko Ghomany Pakistan aaya tha. Kiya.,NOT
2133,कमलेश जी इन सुरो से दोगली कोम दुनिया भर में कोई नहीं इन सालो सारी आजादी हिन्दुस्तान में ही चाहिए अमेरिका में नंगे होंगे चीन में सुअर का मांस खाने को मजबूर लंका में इनकी लंका ही कर डाली म्यामांर में इनकी माँ बहन एक करदी आजादी हिन्दुस्तान में ही चाहिए,HOF
2134,"Bhai Ek kaam kar Book hi publish Karde ""101 Reasons to hate kohli""",NOT
2135,Ho hi na Jaye nafrat ho Jaye to sara issue hi hatam,HOF
2136,:  अगर मेरा नामांकन रद न होता तो मोदी को मे कड़ी टक्कर देकर मे जीत दर्ज करता ओर मोदी को हराता देखिये फाईनल पोल ।@dilipmandal…,NOT
2137,bhai..jo iski maa ka article aya tha news me..20 kutto ne rape kiya tha vo post krna,NOT
2138,Acha BC jab duniya Mey mard log jo th saal ki bachi Ko rape kardeyte hi aur Jaan ley le try hi uska toh vo kuch nhi hi ladki adha kapadey pehney toh zulm kaisey log hi Desh Mey chi,HOF
2139,:  “मेरा असली कैम्पेन तो मई के बाद शुरू होगा. लोकसभा के बाद दिल्ली सरकार से भी केजरीवाल को हटाना है.”  में @p_…,NOT
2140,":  जैन धर्म के प्रवर्तक वाली आत्मा बाबा आदम बने ,  उनको स्वर्ग में भी चैन I अधिक जानकारी के लिए अवश्य देखें…",NOT
2141,Desh ka sath or vikash kariye g,NOT
2142,":  अब इन हदो में लाया है #साग़र प्यार मुझे ,                                            कि वो आजाये तो फिर भी ना आये ऐतबार मुझे। h…",NOT
2143,Beta sanghi ladnaa jaanta hai.. Ben\xe2\x80\xa6,NOT
2144,And yeah...kulbhushan jadhav ki taraf se namasaty..terrorism ki bad karte hai bloody rapist,HOF
2145,"Sardana Ji Haryana me aye din rape ho rahe hai.Yaha bahu,batia surkhshit nahi hai .Aap ko Delhi ka raita dikh gaya.",NOT
2146,Youre an idiot.,HOF
2147,Thik usee tarah terrorism bhi muslim bina mumkin nahi,NOT
2148,Ek Ara ke Bjp ke jila mahamantri Sh.Dhirendra singh se sare aam Road chaap leader Surendra singh or uske bodyguard Rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai .or Hamari BJP ke karya karta aise hi baithe hai.kal ye ghatna aap or Hum .,NOT
2149,"OY, Zetterberg nearly scores off the Blues' booble and a Nyquist roller. No dice.",NOT
2150,"Ek ""khooni liberal"" ki ek buhat baray Leader say moaddabana guzarish. Aap liberals pe toh baras paray magar aap ke khoon kay piasay Khadim Rizvi aur Afzal Qadri say aap nay kufr kay fatway kay dar say is saal kay shoro main maafi maangli thi ://",NOT
2151,":  मोदी ने मिसाईल सेें सेटेलाइट को मारा , क्या जरूरत थी ऐसा करने की ,  अगर खुदा न खास्ता कहीं #अल्लाह ताला के अर्श पर लग गई तो…",NOT
2152,:  किसी लड़की से जाकर कहना कि “तुम्हारा रेप होना चाहिए” ये आप को सही लगता है.. इसका विरोध कर…,NOT
2153,": When festivals were about the music and getting muntered. Not posing in fucking cycling shorts, hi vis jackets and weird gimp",HOF
2154,Islie india ko hindu rastra banay by CCC,NOT
2155,U r right % priya,HOF
2156,"What a jerk, you moron that could have been your mother, grandmother, Aunt. I hope they keep in jail.",NOT
2157,"Koi muslim lund ha jo hindu brahmin choot ko sweekar kary, raat ko ek muslim jalim ne shaanth keya tha meri choot k\xe2\x80\xa6",HOF
2158,":  मोदी सरकार की बड़ी कामयाबी ""मसूद अज़हर"" अंतरराष्ट्रीय आतंकवादी घोषित  मोदी सरकार और देश को बहुत बहुत बधाई 🙏🙏  भारत माता की…",NOT
2159,Shreef brothers ko phansi hogi,NOT
2160,": Just for info Statistics...If Christiano Ronaldo broke his leg kicking Jennifer Lopez's Ass, then the total amount",HOF
2161,: Thank you Mr. President !,NOT
2162,Youre welcome~,NOT
2163,Haan yaar.. I hate all this taam jhaam,HOF
2164,"Blood results are back, HbA1c levels are off (blood sugar). This would explain a LOT. I'm just glad they found som",NOT
2165,"ek kisi gang ke hone se terrorism ka hona sidh nahi hota, unlogon ka koi terrorist network nahi.",NOT
2166,Teri maa ki chiut..sale Teri bahen ko chodu,HOF
2167,"Kaam bolta hai? Despite rape allegations, Akhilesh Yadav campaigns for Gayatri Prajapati",NOT
2168,: Day6 - Days Gone By ( ) the singing chicken version im not sure is it a duck or whuts up Hi my little,NOT
2169,"IPL पैसों के लिए हो रहा है ,  देश के लिए नही",NOT
2170,tujhpe gussa isliye nhi nikal rhe ki haar gye . isliye ki tm maderchd terrorist ki aulad ho aur tm bhi terrorist. i hate pakistani kutte.,HOF
2171,तुझे पेमेंट मिल गई क्या 🤣,NOT
2172,"Manohar Parrikar justifies Rafale costs: \xe2\x80\x98Aircraft smaller part, real cost in equipment\xe2\x80\x99 \xe2\x80\x93 The Indian Express\xe2\x80\xa6",NOT
2173,\xe2\x80\xa6,NOT
2174,"The way Im crying wtf thank you so much for this Michelle, this is the shit I need to",HOF
2175,: sala bhadva Gujarati o ko gali deta he chutiya,HOF
2176,bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,NOT
2177,जेल में मोबाइल एलाऊ है  लूटो लूटो खूब मजे लूटो  बेरोकटोक चलाओ मोबाइल,HOF
2178,I hate bani nafrat krta hu mai tujse tune bhai se Attitude se bt ki i hate uuuuu bani kuttiya,HOF
2179,shit corp XD,HOF
2180,Fuck sports whats up wit the money though,HOF
2181,abey tumhare tattu Kalbushan jese Haramkhoor or phattu yaha aa kar terrorism karte hain.,HOF
2182,Kaun ko yun hate karega jaise hum karte hai,NOT
2183,: My theoryansa ends up on the Iron ThroneArya becomes the hand of the QueenDaenerys kills Jon SnowArya kills Daenery,NOT
2184,"Don't throw chameli but I remember ipkknd,nafrat paas aane na den mohabaat door jaane na den,ab inn ishqbaazon ke pyaar ko kya naam doon?",NOT
2185,. Are you with Aarif Mohamed Khan? Do you agree that a law shud be enacted to criminalise triple-talaa\xe2\x80\xa6,NOT
2186,Tomorrow he will be s jaunu Shari Hindu.. Lol. Haraami hai saalei,HOF
2187,"Wahi toh main Sochi,crack ki director jab tumse na darke gaand maarne\xe2\x80\xa6",HOF
2188,": my girlfriend: damn, kim and kanye are having another baby. they should name it wildme: wild? why?...wild west?",NOT
2189,"Ab allhaa Jane Pakistan ka kya hoga. Majhab or peson ke liye terrorism felane bale jab desh ke politics aa rahe hain, a sa lag raha he ke jese, ""suraj west se nikla hey"".... Chor ke haat mein tijori Dene jesi bat ho gayi, ya phir kehelo ki billi ko machhli ki rakhbali karne ko",HOF
2190,":  हर रिश्ते में मिलावट देखी , कच्चे रंगों की सजावट देखी ,  लेकिन सालों-साल देखा है माँ को ,  उसके चेहरे पे ना कभी थकावट देखी ,  ना…",NOT
2191,"आदरणीय बाबा जी , चरण स्पर्श ,  हमारे कॉलोनी रुस्तमपुर की सड़क बनवाने की कृपा करें। विगत वर्षों से गड्ढा युक्त है यह रोड। कृपया गड्ढा युक्त सड़क से नागरिकों को मुक्ति दिलाएं।🙏🙏🙏🙏🙏",NOT
2192,Haan Delhites ka khoon chusane ke baad players ki Bari,NOT
2193,"इसका माकुल जबाब मिलेगा ,  बस थोड़े दिन की ही तो बात है।",NOT
2194,Sr agar barud kam pad jaye topic me to mhamara khoon bardenge makkal Mila to in gaddar on ki puri nasal Mira dene.jai bhavani,HOF
2195,medical me rape ki pushti na hone pr bhi paid media ne kiya santo ko badnam.,HOF
2196,:  56” का फेँँकूगिरी कब बन्दहोगा? कहते हैं कि उनके पास1987-88 में एक डिजिटल कैमरा और1988…,HOF
2197,: when you're sleeping and your alarm didn't ring yet but the amount of sleep you're getting is suspicious,NOT
2198,"That's not good,Jane..Look at me.. Work is number ,then P'Sing number ..And now I think I lost some ph",NOT
2199,\xe2\x80\xa6,NOT
2200,":  आज साल पुरानी कांग्रेस पार्टी ""ताश की गड्डी"" बनकर रह गई है जिसमें ""बेगम"" भी है , ""गुलाम"" भी है ,  और ""जोकर"" तो है ही",HOF
2201,I hate it yaar .,HOF
2202,Khoon nhi kholta madam tumme bhi mnn Marta hai chummi lene ka,NOT
2203,Youre a loser Im afraid. Content with trash,NOT
2204,"ap RAW ko apny mulk le jaen , Pak mai terrorism khud ba khud khtm hojaegi..",NOT
2205,"&gt;10 FREE TIX LEFT!""Listen Up Startups: Why You Need a Board and How to Build One""Join us June bring your que",NOT
2206,people followed me // automatically checked by,NOT
2207,Sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k bab hai \nChutia sambit pat\xe2\x80\xa6,HOF
2208,Youre sifting through the treasures and trash of your inner w... More for Virgo,NOT
2209,Aagese teri gaand ko le rha hu randi saali... chikh aur jor jorse haramzadi... ghhhaaaabbbb gh\xe2\x80\xa6,HOF
2210,": Aaaahhhh meri gand , itni zor se meri gand ki chudai kro gy to meri poti kinaray py ajaye ge \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98",HOF
2211,:  अब चौकीदार क्या है ?  मैं एक बार में उस जनपत के गधे के मुँह से सुनना चाहता हूँ,HOF
2212,These feminists got to stop with this Dany shit,HOF
2213,To for sal tak kya Kiya? Jo ab bevakuf banane nikala hai murkh bhadva,HOF
2214,what the fuck,HOF
2215,: Faker. Loser. Liar. Make Sims go away. Vote him out.,HOF
2216,"han wo suit karta hai k bachiyo ka rape hota jay,log mary,ye corupt kuch na kary,dr Aliya boli to suit nai krta ap ko?",NOT
2217,अब ये अफबाह कौन फैला रहा है कि मोदी जी #छठा_चरण आते आते #छटपटा गए हैं। https : //t.co/NFu3gFhOWh,HOF
2218,Haan shilpa ne kya kiya aaj humne dekh Liya akash k saath jo kiya usne uske baad se I really hate that woman,HOF
2219,Bhrasht Media ne lakho logon ka mansik rape kiya Jo shareerik rape se jara bhi kam nahi hai.,NOT
2220,Vikas pyar karta hy shilpa ne hate nhi,NOT
2221,"Kam Sey Kam budapa mein to Sudhar Jao , yahan koi rape nahi ho raha tum muhajir, Baloch aur Pashtun ki Chinta karo",HOF
2222,GRAVITY (2019),NOT
2223,: happy birthdaaaay to yo fine ass son,HOF
2224,: plot twist loki is actually alive and hes n00bmaster69 on fortnite that calls korg a dickhead for shits and giggles,HOF
2225,Panel main vikas Gupta ko napasand krti thi lekin ab nafrat krti hu..I hate him or looser SB kuch Jante hue v shilpa ko blame kr rha h...vikas ka chamcha,HOF
2226,"यही राजनीति है ,  कितनों की मौत हुई कुछ रुक तो नहीं। अगर मेरा पक्ष है तो आपका भी है। बंगाल में रोज़ लोग मर रहे हैं किसी को परवाह नहीं है। त्रिपुरा में जानें तो बची हैं। आयोग दुबारा चुनाव करवा रहा है कहीं विरोध का स्वर नहीं सुना मैंने।",NOT
2227,kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya.. Wah wah.. Jo tum karo wo teek bjp kare toh kharab..,NOT
2228,वो बारबाला की गंदी पैदाईश की गंदी सोच थी जो बचचो के मूह से बुलवाया है,HOF
2229,: good to know rich people have always been dumb as shit,HOF
2230,Agar Allah na Karen Imran y Kisi aur ki Behan pe ESA ilzam hota kya saboot istarah mange hate kuch khuda Ka khof Karen,HOF
2231,HOW THE FUCK ARE YOU GONNA NAME YOUR KID JORAH,HOF
2232,: HI ! Visit our Instagram page for a special announcement at pm! You won't want to miss it! Instagram:,NOT
2233,"यही ताक़त दूसरे को अभिमानी बना देता है।  मेरा ताक़त मेरा अभिमान होना चाहिए ,  लेकिन हो जाता है उल्टा",NOT
2234,"What aspersions has he been casting? He is against Triple Talaaq, which is banned in Saudi too, and sch\xe2\x80\xa6",NOT
2235,virat bhai agar haar na hi tha to south africa se haar jate Pakistan team se harne ki kya jarurat thi? I hate your captaincy,HOF
2236,"एक तन्हा रात में तुम्हारी याद आ गयी ,  याद भुलाने के लिए हमने एक शमां जला दी ,  क्या कायनात दिखा दी उस शमां ने हमको ,  उसके उठते धुएं ने तुम्हारी तस्वीर ही बना दी…",NOT
2237,":  उम्र की ढलान में ""इश्क़"" होना कोई अचरज की बात नहीं  गेंद🎾जब पुरानी हो जाती है तब ""रिवर्स स्विंग"" लेती है...  😜😉  #GOODMORN…",NOT
2238,Due to \xe2\x80\x98love jihaad\xe2\x80\x99 or love-triangle that person was murdered and you are rewarding his family with money and govt-job!,NOT
2239,चक्रवात आयेगा😂,NOT
2240,Behan me kaha jh ko hate kar rahi .Me dar rahi thi k uska na ho jaye jd se..me episode k sath chal rahi to emotions to us hisab se ayege na,NOT
2241,": I just told my mom and were so proud of you, she said fuck that racist Flanders bitch",HOF
2242,ॐसांती,NOT
2243,:  अगर देश वेस्ट दिल्ली की रहने वाली गौरवी यादव की बात समझ ले तो देश विकसित होगा । उनका कहना सही है पीएम फेस को देख कर वोट नही…,NOT
2244,Hahaha gaandu aadmi hai bhai Wo just having fun \xf0\x9f\xa4\xa3,HOF
2245,maybe he was trying reverse love jihaad.,HOF
