,tweet_raw_text,task_1
1876,Khoon ki Aik Bond Kaghaz Ko Rangela ker Gaye...!,NOT
1877,Mughalo k rape ka nateeja hai tu osama bin laden ki aulaad......dekh kahin agla bomb teri maa k gaand mein naa fatt jaye,HOF
1878,aapki mane to pareshani bharat ke tukde kehne per bhi Nahi Hona chahiyeSoch hai apni apni. I hate JNU & supporter,HOF
1879,: \xe2\x80\xa6,NOT
1880,Pata nahi aise sanghi kutte ko bha\xe2\x80\xa6,HOF
1881,Oye ghasti ma k lun kisi khusri k bachay when the adalat had Iftikhar chaudry u were behind that corru\xe2\x80\xa6,HOF
1882,"kisi ko afwah me mar diya to muje kya, hazaro ka rape hua usse muze kya.. meri Sarkar h mai rok ni paya use tumhe kya..",HOF
1883,Gandu Krishna ki gaand se paida hua hai tu gaandu,HOF
1884,Ab khichadi tu kar rha hai. Baat rape ki chal rhi hai.,NOT
1885,Jitni dewangi sy chosain gi hum itny hi mazy chudai mily to maza aata ha,HOF
1886,Hate nai krta to hate speech kyu diya wo,NOT
1887,"ek gang ke crime se terrorism prove nahi hota, agar hota to UN ne ban lagaya hota.",NOT
1888,"Yeh jo Lahore sey nifrat hai, yeh kisi aur sey nafrat hai.. likin Sajjo ka scene different hai",HOF
1889,Galti sab se hoti hai par cr. Logo ko fark nhi padta hai par tumne jo aaj kiya I hate u man,HOF
1890,Aur agr chutia ho to modi jaisa..,HOF
1891,"humanity to unme nahi hai, converted hai wo, apni Hindu ancestry se hate karte hai",NOT
1892,"Bhai, rahne do, yeh andhe hai , inke liye Islam hi Sab kuch hai and Jo inko appease kar de woh Inka devta. Jo uppar see leke neeche takk hate see bhare hue ho , usko koi sense nahi hai samjhane ka.",NOT
1893,Aur hate tum hum sey kartey ho!,NOT
1894,Abe dhakan Islam sirf saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya,NOT
1895,sagar tu chup rahe pitega,NOT
1896,manda uns hate ai,NOT
1897,Pichese teri chut me pura lund pel kr chod rha hu randi tujhe... ghhhaaabbbb ghhhaabbb chikh s\xe2\x80\xa6,HOF
1898,inhone na uska aad kra na koi promo aaya I hate Sony TV pta nhi kya tha mind main,HOF
1899,to reply kare jaldi se mein nahi dekh sakta ki Salman BHAI se aise koi aise bat kare I hate bani,HOF
1900,Abhi jo ground mai terrorism ho raha hai who kisi sorat band nahi hona,NOT
1901,Aap jaisi ladies sare world mai faila hua Islamic terrorism ko khatm kar shakta hai. Dekhte hai Pakistan mai sachche musalman kitne hai aur kaun aapke sath aata hai.,NOT
1902,: Most chutiya fans of MSD\n \n \n \n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,NOT
1903,"Bas na Yar even vikas k interview me usko arshi, Shilpa aur Priyank ka kuch karne bola tha par usne aisa majk nai banaya tha I don't want to hate u mat do muje aur reasons Shilpa plz stop dis acha nai lagta Yar apne idol ka majak bante dekh",NOT
1904,": Bomb fed to poor Hindu farmer's cow by Muslims in Madhya Pradesh, India; because cows are sacred in Hinduism.",HOF
1905,Pahle itne nahi hote the. Ab films bahut sex se bhari hein aur sharab ka prachlan bahut badh gaya hei. Films par to rok lag nahi sakti par pure desh mein sharab bandi ki ja sakti hei . ap payengi ki rape ghat gaye hein.,HOF
1906,har taraf nafrat kyun hai pyar hai hi nahin love is important,NOT
1907,Aatanki ko surrender ko moka dete he?.....saal bhar ye moka_moka khel ra tha kya?...kher anandpal ne jitno ka murder kiya unko to insaf mila,HOF
1908,": Because he himself is strong contender to be declared as murderer of BB. Other contender includes, kutta, Qati\xe2\x80\xa6",NOT
1909,Nice,NOT
1910,Randi chodne wala bhadva aagaya,HOF
1911,jesa khan begerat he wese hi hon ge in pojne wale i hate niazi pasha no,HOF
1912,"Na bhai, kyuki main hindu or tu musalman.\xf0\x9f\x98\x89\xf0\x9f\x98\x89",NOT
1913,Terrorism kaun faila raha hai ye sabko pata hai,NOT
1914,Very true nafrat h sach aur Hindu aur Bhartiya culture s inhe,NOT
1915,teri ammi ko se chudwa madarchod minus minus plus hota hai dimaag thikaney aajaye kahi\xe2\x80\xa6,HOF
1916,Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,NOT
1917,tou dfa match hua hai tou utni dfa hi khelega na randi ke bache,HOF
1918,Congress ka bhadva he tu... Madrchod,HOF
1919,khuch daand ke kaam bhi kar leya karo desh me aaj bhi nabalik ke sath rape hote hai waha jaya karo virood karne,NOT
1920,M tera tweet nahi hai to kya hua baat to Sahi hai Gaandu opening di na hai aur bakc\xe2\x80\xa6,HOF
1921,"Twitter pe beth kar fauj or riasat k faislo k khilaf qoum ko warghalana, ye hate speech to the nation hai !!!",HOF
1922,Haan yaar.. I hate all this taam jhaam,HOF
1923,touch se slapping tak pahunch gye? Subah tak rape pe pahunch jaoge..,NOT
1924,eakdam sahi kha pta nahi kab hate ghi aesa soch,NOT
1925,Dohara chera I m shocked . Plus jaha hate hai Ac Lagate hai aur jate hi Ac hata liya jata hai,NOT
1926,kar lo jo kar skty ho . Hai tu rape capital tumhara he .,NOT
1927,Chut \xf0\x9f\x98\x8b,HOF
1928,abb terrorism dhk rha ha dhamki khud hi khud ko data ha or naam hamara bad naam,NOT
1929,"Aaplog sun se garmi mat lena kyunki hinduo k devta hai surya, are mil Jul k raho, upadesh rana jaise logo ko aaj isliye itna hate speech dena pad raha hai kyunki Islamic rulers ne hinduo pr bahut atyachar kiya hai, ye sirf reaction hai us terrorism ka Jo Islam k naam pr faila hai",NOT
1930,"Walter B. Gibson was a skeptic. \nJames Randi is a skeptic. \nThe ""Skeptic\xc2\xae Community\xe2\x84\xa2\xc2\xa9\xcf\x80%"" is a self-obsessed coven\xe2\x80\xa6",NOT
1931,Sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k bab hai \nChutia sambit pat\xe2\x80\xa6,HOF
1932,"hi Reece, there is more gritting and clearing happening tonight. Leave extra time for your journey!",NOT
1933,: Yeh saala Chunky Pandey ka statue kaun banaya?,NOT
1934,Randi ko to bas ek hi kaam ata hai hehehe bas apse new new style se chud sakti hai yeh randi mmm kutiya ban kar chodogi apse,HOF
1935,": Genitals cut, hot oil poured on eyes and face, head split into two, condition of Hindu-Dalit activist Paresh Mesta, will the se\xe2\x80\xa6",HOF
1936,Me : Aur bhai life kaisi chal rahi?\nFriend: Zindagi jhant jawani pagal.,HOF
1937,murder ki baat kar rahe ho?,NOT
1938,Ispe koi do rai nahi apne sahi kaha hai in Ladieso ke sath aye din gangrape ya rape ho raha ispe koi. Kara kadam uthana chahiye,NOT
1939,"is shahid ke mu mat lago,in sab rapist ke aulad hai,unki masiha ke tara,jo ke sall umar me saal ki ayesha ko rape kya",HOF
1940,ab aapka hi challan katega kewal bade log hi ye complain hai aap nahi vaise bhi is sestem ko AAP se nafrat hai so enjoy,HOF
1941,MADARCHOD LOG \n\nBAHENCHOD LOG\n\nRAT KO MOTORBIKE ME SE PETROL \nCHURANE WALE LOG,HOF
1942,... Tum log bhi acha kro ... yahan Terrorism krwane jin RAW walon ko bhjte ho tum log woh pakre jate hain,NOT
1943,Aap se dhyaan to hate pahle,NOT
1944,\xe2\x80\xa6,NOT
1945,"Dhayaan se, Aapko pta hai mallya ka naam Aate hi Randi Rona shuru ho jaata election time mein",HOF
1946,Ok ..par dhyn na hate padhai se ..doctor banna hai ...majak nai hai ...samjhi ...,NOT
1947,Grammar nazi to vo hona chahiye na jise grammar se hi hate ho? Correct karne ka habbit wale ko to allied forces kehna chahiye ?,NOT
1948,Kashmir solve kar do terrorism khud hi band hojayegi. Y don't u get that?,NOT
1949,Rafel Deal Rafel Deal Rafel Deal... Tum madarchod Congressio ke raj mai fighter deal kyu nahi hue?? Chu\xe2\x80\xa6,HOF
1950,Aur rhi bat safe hone k na to uspe kisi ne koi favor nhi kia smjh aaya? Wo jo h khud se h hina k trh do pets le knhi chli poore season me na hi do muh ki bni. Kl to hina bda priyank ko hate uh hate uh kri bt akhade me priyank ko cheer kri ab unhi pets ko nominate,NOT
1951,Lucky cunt,HOF
1952,Hate you ..aapse baat nhi karunga kabhi bhi,HOF
1953,Tv me advertising aata hai UP ke liye ki kaam bolta hai..Aaye din murder aur rape uske saath saath acid attack..Sach me kaam bolta hai...,NOT
1954,Are tu hindu nahi hai tu eik fake hai without ny identity oor india tere baap ka nahi hai woh humara hai kisi free bethe hate monger ka nahi,NOT
1955,kaam kar jake,NOT
1956,Hahaha.,NOT
1957,Justice Khosa ko samjhaain aisay remarks na dain warna blasts barhtay jaaingay,NOT
1958,Ye aur iska pati Gaaliya khaane ke liye hi tweet karte hai it seems. Jaise hi ye kuchh bolte Hain.saare log gaaliya dene lagte hain.But for bhi ye Kabhi introspection Nahi karte ki log hame itni hate kyu karte hain.i tell you.coz you are Cong stooge and traitor,NOT
1959,Yeh Dekho Bahenchod Ko Fake Id Chala Raha Hai,HOF
1960,usss mai yai likha tha k Rabia Anum ka rape bhi Imran Khan nai kiya.,NOT
1961,Muslim rape bhi kare to rape hui ladki femi nazi ban jati hai.,NOT
1962,Humein sirf peace aur love chahiye,NOT
1963,Kuch ESA kr Bhai. Log hmesha yad rkhe. Help niche tk phunchni chahiye. Bich Vale kha hate h,NOT
1964,"Once upon a time, Nora the creep lunatic left her home. An old insane lunatic told Nora a story. 'Listen well' she\xe2\x80\xa6",NOT
1965,Teri maa ka bhosda randiyee,HOF
1966,ladkiyo ke rape ho rahe hai or aap ladkiyo k liye koi kanoon nhi bana rahe ho.,HOF
1967,Depends. Some of us: \xe2\x80\x98Gaand with the wind\xe2\x80\x99 in open spaces....\xf0\x9f\x91\x80,HOF
1968,Ek case batado proof ke saath love jihad ..kya Hindu ladke musalmaan ladkiyo ki zindagi nahi barbaad karte ..,HOF
1969,"Kisi producer ne isko agar show diya to unki bohot bari galti hogi, bcoz isne logo ka itna nafrat gain kiya hai ki TRP zero ho jayega uss show ka.",NOT
1970,sirf Hindu Santo par hi nishana kyo? Medical report me rape nahi .fhir bhi rpiest kiske kahne se kaha ?,NOT
1971,Ye sali honeypreet drama kar rahi hai. Ye vi kitne ladkon ko rape kiya hoga,HOF
1972,Paaji apki team ka to rape hi ho gaya hain fikar nai karo green kapra upar dal k bhejen gay.,NOT
1973,Tezab se naha ke betichod,HOF
1974,History ka wahi panna padh k aaya hai ye jispe nafrat likhi hai..last night mujhse bahes hui thi Tareek Fateh...,NOT
1975,Are gaandu tera congress ka jeet sirf twitter par hi rah jayega !!,HOF
1976,Bohot ganda tha yea......i just hate the show....kyu jalti hai sabki shilpa se...abb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,HOF
1977,Ladkiyo ko humare yaha rape krne ka sadhan mana jata hai! Yeh bhool gae likhna sir ?,HOF
1978,tum phly apnay desh ko rarest logo say bachao jo masoom girls ko gang rape kart hy then telus,NOT
1979,: Meri randi mom,HOF
1980,Abbe isse koi maaro bc ko. Agr itni hi fikar h to UP m jo itne rape cases huye unhe rokne k liye kuch q ni krta,NOT
1981,Jo Insaan rape karta hai usi ke saath jaa rahe hain. Maadarjaat,NOT
1982,But mujhe hate q karte ho,HOF
1983,And the Hill?,NOT
1984,Tissue du tujy ya pamperrape report to krwany ni jaa rha khi....becharo ka rape ho gya ajj too,HOF
1985,Tumhe jatiwadi rajniti karte sharma nahi aati. Ek din tumhara wajood khatma ho jayega aur aur public tumse hate karegi,HOF
1986,Aki hii Ni hate speech,HOF
1987,I made a promise to myself post to not vote for congress. If I can do that being a\xe2\x80\xa6,NOT
1988,Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,NOT
1989,ko bhi suspend karo. \xe2\x80\x9cNEECH\xe2\x80\x9d aadmi ki degree farzi hai. Haraami ki aulaad ko phansi do!,HOF
1990,Han ye monkey kalbhoshan bhi pakistani h na? Or isy Pakistan ne hindustan m terrorism phelane bheja tha? Jao pehle aina dekho,HOF
1991,Kya bat karte ho sir?,NOT
1992,What isssss this choochi moochi\xf0\x9f\x98\xac\xf0\x9f\x98\x92,HOF
1993,Loot maar danga fasad rape yehi vikaas hai UP me kya,NOT
1994,tumre yaha aise khule aamm murder hote hai kya?,NOT
1995,Though i hate IJT. But ye Dehshat - Gard wala hulya kaisa hota hay.,HOF
1996,"Remember the famous Raj Kapoor song pyar hua ikrar hua hai and then the punch line deluxe nirodh ! That was ad, but\xe2\x80\xa6",NOT
1997,shadi main nachay na nachay lekin tum logon say behtar hai wo kia kehtay hain tumhare desh ko Rapistan where rape is allowed. hahahhaha,NOT
1998,Arey rape se bada mudda terrorism Hai uspe Baat kartey Hai!,NOT
1999,Aise kon Troll karta hai \xf0\x9f\x90\x95ko !! \xe2\x80\xa6,NOT
2000,bhool na mat main wapas aa raha hoon,NOT
2001,MAIYAA CHOD DAALEGI\nAISA MAAREGE KI AMMA CHOOT CHOOT CHILAAYEGI,HOF
2002,Hina se hate itni hai ki bandagi ki gandagi bhi sahi lag rai hai tumko...,HOF
2003,Please my humble request hay usko kuch bhi pata nahi hay. Jo uske sade huye bheje me aayaa vo sade huye mooh mese bak diya. I hate you nigam,HOF
2004,madarchod canadian ke lawde fan highcourt has acquitted salman khan. Jaake\xe2\x80\xa6,HOF
2005,Rape karnewale koi aur nahi Roopa k paapi bhai hai....she send them.....Cheap Woman/Aurat,HOF
2006,Kya ghatiya mausam hai bahanchod.,HOF
2007,Happy birthday Shahnawaz ji pure example of love jihaad.,HOF
2008,"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai",NOT
2009,"Kash Baap ne Nirodh istemal kiya hota to, ye naubat nahi aati",NOT
2010,Bhadwe hain salle ye.....bhadwagiri khoon me hai inke ...khate india ka hain or aada porkistan ka krte hain....,HOF
2011,Teri maa ka bhosda sahi hai,HOF
2012,Or tab hum Teri did I ki chudai karta ha jab tere jija Tujhe pelta Ha \xf0\x9f\x98\x82,HOF
2013,To rape ho rha ho tb bhi yahi kare ?,NOT
2014,tera display name bola gaandu,HOF
2015,Aj ki taza khabar Bharat maata ko logo ne gang rape kr diya,NOT
2016,i hate it poori kulfi jam gyi hai,HOF
2017,\xe2\x80\xa6,NOT
2018,Aur India rape mukth hone ke liye nirbhaya kand ko yaad karta hai.,HOF
2019,Aisa hi raha to recharge samapt hone ke baad jio chor kar kisi aur me chale jayege,NOT
2020,Jo dharam ko chhupaye vo socho kya bhala kr skta h kisi ka..tbhi m socha ye saffron terror kyon kah rha h. Aaj itna pyar saffron se. Gandhi nhi gndi nali ki paidaish h.,NOT
2021,Rajputo ko khud apni ijjat ka khyal ni hai.. inke yha itne crime hore hai.. ladkiyo k rape hore hai.. uspe Inka muh khulta hai nai,HOF
2022,"In Hindi, you dont say ""I Miss You.""You say ""Ullu ke pathe"" which means, ""you are a flower missing\xe2\x80\xa6",HOF
2023,I hate u Kamya... muje regret hota he ki me kabhi aapka fan tha... aapko insaaniyat naam ki koi chij hi nahi he aapne... I hate u Kamya...,HOF
2024,"Kya Zainab baby k rape se sare Paki rapist ho gye hai, gal ker di pyi hai",NOT
2025,\xec\x97\xb4\xec\xa7\x80\xec\x95\x88\xec\x97\xb4\xec\xa7\x80\xec\xb4\x9d\xea\xb4\x84\xeb\x8f\x84\xeb\xaa\xa8\xeb\xa5\xb8\xeb\x8b\xa4\xea\xb5\xac\xec\x9a\x94(...),NOT
2026,Toh tu mahabharat q padh raha hain quran padh allah chilla aur maar de hum logo ko aur rapist jesa saL ki ladkiyo se rape kar,HOF
2027,masjid mat tod,NOT
2028,kab se? jab se muslamano ne Hindu ka rape and balatkar karke kashmir se nikal diya tab se ya pahle se?,HOF
2029,Tumhare statements se toh tum khud ek rape karne wale lag rhe ho ! Report Kari tumhare us tweet ko ?,NOT
2030,Aur ka ek aur bhosdika Bhadva apna suar gaand mukh se bola.,HOF
2031,*Hitler Ka Phone Lakh Hazar Dollar Me Farokht.,NOT
2032,I hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai,NOT
2033,"Gujrati to in insaani gadho se khud pareshan hai. Koi rape karta hai, koi kisano, dalito, muslimo ko peet-ta hai. Aur zameen chor dhol!",HOF
2034,: Rajni ki ma ki chut me mera lauda,HOF
2035,"A1) Laash Ho Gayi Baramad Let Me Tell You Meri Jaan, Murder Weapon Par Hain Saare Aapke Ungliyon Ke Nishaan",NOT
2036,I liked a video James Randi's fiery takedown of psychic fraud,NOT
2037,": When my secretary does something wrong,she knows the drill\n\n",NOT
2038,Pakistan jeet rahi hai chalo iftari rakh lete how much I hate this,HOF
2039,"Bikram Singh Indian Army Chief "" Hum Pakistanio ka khoon bhahye gy tu eh Pak Army ko nuqsan hoga """,NOT
2040,Rapist log rapist Ka Bachalo hmesha karte Jo Inshan Murdon se rape karne ki slah de UsSe insaf ki Ummeed kaise rakh sakte Hain Aap log,HOF
2041,"/ Muslim invaders ne tumhari Daadio, nanio ko rape kiya",HOF
2042,Aur mujhe lagta nhi h yakeen h tu rape ki aulad h,NOT
2043,Hina ki wakil....... i hate u sambhavna ji aap ne shilpa sath q nahi diya,HOF
2044,Rahul Gandhi is the Future of India. Bend ur knees and Bow ur heads bcos in each one of u Modi boys w\xe2\x80\xa6,NOT
2045,TO PHER YAHA KEA GAAND MARWAA RA HA TERE BHEN BAI HN,HOF
2046,bring warm clothing and we will take a sensible approach! I will raise it with Mr Found.,NOT
2047,janab sirf up me rape nahi hota hai. gujrat me bjp leader ne ladies ke sath rape kiya tha. aandh bhakt,NOT
2048,Ind ki poverty b zyada hai,NOT
2049,\xe2\x80\xa6,NOT
2050,": HINDU unity forced to visit temple who once said ""\xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb0 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\xb5\xe0\xa5\x8b\xe0\xa4\xb9 \xe0\xa4\xb2\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9b\xe0\xa5\x87\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88""\n\nImagine if we all UNIT\xe2\x80\xa6",NOT
2051,Delhi Nirbhaya rape aur hatyakand me ladke kaunsa MP ya vidhayak ke bte they?,HOF
2052,Behen ki loudi tumhare me to legal rape krte h... bhai behen ka chutiya,NOT
2053,Agar ye sab serious hote to ab tak nirbhaya rape case k dosio ko phansi ki saza ho chuki hoti aur aise logoe k dil me kanoon ka dar baithata,NOT
2054,Ye saala pagal ho gaya hai shaitaan ki aulaad.....shut up u hate monger sonu,HOF
2055,Agar no hate Guru Gobind Singh .,NOT
2056,Musalman hypocrite hai woh duniya janti hai me bhi manta hu kyunki % terrorist comes fr\xe2\x80\xa6,HOF
2057,"porkistan me to hona hi nahi hai rape kyuki tumahare baap ki se jyada biwi hogi, waha behen se bhi shaadi karte hai,isse bada rape aur kya",HOF
2058,sir mai purnea bihar ka hu yaha hindu ke sath muslim ne rape kr ke mar dala ... Postmartam report v change kera diya gya hai...Koi kuch nhi kr raha,HOF
2059,"Apni maa ka rape ka shayad hi koi itna jashn manata ho, dharm ke saath khoon bhi badal gaya tha lagta hai. Gandi naali ke keede!",NOT
2060,Toilet nahi Isliye Tu Bahot rape hotay wahan Rishi kapoor Ranbir Kis ka Beata Hain Haha shakti kapoor yeh Gulshan yeh Amitab,HOF
2061,aap ki ma ko rape kuta tha mogul indars ne child of rape,NOT
2062,: Just do what I do. Lay across it and fall asleep. Or my favorite go to bed right side up and end up at the fo\xe2\x80\xa6,NOT
2063,Kal uski behn bati rape hogi,NOT
2064,Sapne me rape hua..sabere case file kr di..saboot kahan se laaige,NOT
2065,: \xe2\x80\xa6,NOT
2066,Koi nhi parwah\xe2\x80\xa6,NOT
2067,Idk!! Pata nhi kyun hate kiye jaa rahe hain!!,NOT
2068,Im going to neck that taehyung anti spreading that false shit saali kamini kahiki bhenchod kutti chutiya haraami sab kiuch hai woh,HOF
2069,Modi se hate karne se nahi bhala hoga,NOT
2070,": Aaj kal jo jitna zyada namak khata hai, utni hi zyada namak haraami karta hai\n http\xe2\x80\xa6",HOF
2071,Logic: Taa k lahore b political terrorism sy nijat paaye.,NOT
2072,Or madam us time kaha the job tmlogo ne Kashmiri pandit ko mar rhe the aur thousands Kashmiri pandit mahilao ka tere logo rape Kiya tha ...,NOT
2073,Tumhari kasam yeh dare nahi hai.. yeh sach hai. I hate you,HOF
2074,Ek hybrid dna hai rape ki paidaish or ab yaha attitude dikha raha hai,HOF
2075,": Man hacks labourer, burns him. My yesterday's for \nDetails: \xe2\x80\xa6",NOT
2076,"Rape se jo tu obsessed hai, aur tuze live rape dikhana mera farz hai isliye fikar hai, aur attached toilet Bana diya tha hamne ' me hi",NOT
2077,"When you last time make love in front of your kids. See in india problem in Condemn Adds, problem with\xe2\x80\xa6",NOT
2078,Teri maa ki bo... Jaban sambal ke bat kar! chutiya ye meri hi id h or wo rprajput meri id nahi h bhosdike,HOF
2079,"Chutiya gaye hain saare ye Shilpa ke peeche, kuch bhi bol rhe hain. Ink\xe2\x80\xa6",HOF
2080,Haaaaa... Meri randi kuttiya... Baat toh hai tere chusne mai,HOF
2081,Update: I hear voices. Either they're safe or the lizard has absorbed their powers and can now speak. I'm afraid to\xe2\x80\xa6,NOT
2082,Jnab bat ka rona rohain hain k kb tak ye racisim chalyga .....q in logo ko apny ap se door raka hain .....jb tak in logo ko hum gallein nhi lagayengy us waqt pak se terrorism khatam nhi hoge...,NOT
2083,Sab to yahi bolte ki hitler hu mai... Kitti sweet hu waise,NOT
2084,Aatankwadi afzal guru ko shaheed batane wali party ko desh bhakti ka\xe2\x80\xa6,NOT
2085,but both are equally as good,NOT
2086,"Wohh Gharse Dawa Nhi Maa ki Dua Leke Nikalte Hai .. I Hate Ajaz Bhai,s Haters ://",HOF
2087,Madarchod k bachy rape ki ulad ye dikh,NOT
2088,\xe2\x80\xa6,NOT
2089,Islea Rape hote hai,HOF
2090,kya logic feku us chutiyo ko bola gaand teri jal rahi he,HOF
2091,"aur besharam Haryana k minister behuda byan de rahe hain , k rape hum se puchh k thodi hote hain",HOF
2092,"""I care. I always care."" \xe2\x99\xa5",NOT
2093,Lol! Booble head giveaway night!! Lol!!!,NOT
2094,"Bari naamaaz padthe ho, ek bari bi Alla ko kaha Terrorism band kar Va dho ?",NOT
2095,: Saffron cyber army yelling about as they should but when a so-called Hindutva warrior hacks a man to death with a\xe2\x80\xa6,HOF
2096,\nTeri maa ki choot.\nModi aa k Teri maa ko chodega ram rahum aasaaam ban k aur tu Randi ki tarah ma\xe2\x80\xa6,HOF
2097,Rupa ganguly ko batao k rape yaha applicable hota ha. Iske baare me kya kahengi jab ladkiyo ko agwaa karke ye dhanda chalate h. Chupgayi kya,NOT
2098,Choochi chat perdu \xc3\xa0 ABZAC - Chat Perdu France via,HOF
2099,Bhosadchod . Hope your company dies a horrible death.,HOF
2100,Or sun itna chutia chutia chilla rahe ho sari duniya chut se ni\xe2\x80\xa6,HOF
2101,I hate bani bhut irritating hai,HOF
2102,Tumhare Hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai. Dogle log dogla dharam.,NOT
2103,"bhaiya ravish , tere bhai ne eh ladki ka rape kiya wo ladki ko bhi insaaf nhi mila abhi tsk kabho prime time pe us ladki tarf se bhi bolo.",HOF
2104,"These are the only issues in Gujrat. Mandir, Pakistan, Love Jihaad , sergical strike etc etc.where is Gu\xe2\x80\xa6",NOT
2105,Tere jaise chutyo ki wajah se srk ko hate krte sab .badha le hater .,NOT
2106,Jitni nafrat tumhare dilo me hamare liye he us se kahi jyada pyar hamare dilo me tumhare liye he...hahahaha...Mind blowing acting krk,HOF
2107,"WhySoBiased? Bhrasth Neta, desh drohi abhineta, aatankwadi sab kHAAS, Sant Asaram AAM?",NOT
2108,crony capitalism kab stop hoga,NOT
2109,Naa do huh chaheay bhi nae waise bhi I hate docs,HOF
2110,saal ki ladki ke sath rape hua to faansi..aur agar ki ladki ke sath hua to kya karoge??2 saal mein bail?? Ye konsa kanoon hai?Rape kisi bhi age ki ladki ke sath ho sakta hai. Fir kya hoga saal mein bail..??Agar crime proof ho jaaye to uska penis kaat do BAss,HOF
2111,plz ask Modi ji Punjab election aa Gaye hain ek pose Bhagat Singh k Phansi par latakne wala bhi de dalein,NOT
2112,Tu Bach Gaya Hindu rape karta hai to Teri bolti band Hoti hai wah saale wah,NOT
2113,Farooq bhai.jitne bi beiman log hai..er.rashid jaise un sabko yahan pe tag karo.unke ankhe kholo.cant believe.hizbul ne hurriyat ka rape kia,NOT
2114,It has been fOreVER since you won my family over.,NOT
2115,"Nirodh ka kya virodh kroge tum, me bigboss ka fan hu.\n",NOT
2116,I love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,NOT
2117,aur yay trend k dosron ko batana bhi hay kitnay ka hay....i so hate all this.,HOF
2118,: David and Amanda Fernandes working to save the souls of Hindu heathens (and close\xe2\x80\xa6,NOT
2119,Aur sun sirf woh cheej btta jisme pakistan se aage koi naa ho bheek maangne aur terrorism failane kai alawa.,NOT
2120,yes !! Kya hindu sanskriti IIT m rape kerne ke khti thee ??,NOT
2121,\xec\xa0\x80\xeb\x91\x90\xe3\x85\x9c\xec\xa1\xb0\xec\x95\x84\xe3\x85\x8f\xed\x95\xb4\xec\x9a\xa9... . \xe2\x99\xa1\xe2\x99\xa1,HOF
2122,Bhai ye india ka rape chal raha hai.,NOT
2123,Aj amitabh ne dikha diya kala dil jis ka hota hai wo safaid nahi ho sakta I hate you,HOF
2124,"bhai sab thik hain..tum srk ko hate karte ho ,thik hai..but krk ko sir bol rahe ho,.....wtf...usli % fake followers hain...",HOF
2125,Gujrat ma Musalmano ka Qatil e aam aur Aurto ka Rape Kis ny Kiya by Zakir Naik Dr Zakir Naik,NOT
2126,I jz hate ths looser reason being Jo sala apne baap ke diye naam ki ijjat na kar saka usse or expct b kya kiya ja sakta hai /2,HOF
2127,Agar terrorism daikhna chaho to maqbuza Kashmir man daikh lo. Aur agar thorhi se bhi sharam baaki ho to apni us shakal per dhob maro,NOT
2128,koi itna cheap kse hosakta hai shuruwat b khud kary or jab jawab aye to mu chupakar maa ka word ka satiyanas krdy hate bani,NOT
2129,Yeh kaisi kasmiriyat so apne khoon see holiday khele. Laanat hai aise logon pe Jo apne jawano ko chod ke terrorist ke maiyad mein jaaye,NOT
2130,yeah. But in India you either have those s ka MalaD/Nirodh ads jis mein kuch samajh\xe2\x80\xa6,NOT
2131,modi ka to pata nahi par aj vi delhi me rape ro raha hai.....tum log sirf modi modi modi ka mala japte ho ? delhi walo ko help karo,NOT
2132,Ham likhte hi aisa hai ki khoon garam ho jaae! Khikhikhi! Khair yah bas mera imagination hai as a writer! Baaki OM RAUT ne apna likha hoga kuch alag!,NOT
2133,"jagga, tera hate karna banta hai. Tujhe toh sara india hate karta hai....shame on u",NOT
2134,"har ghadi badal rahi hai iski zindagi .. hate hai kabhi, kabhi hai filth Zindagi ..",NOT
2135,: Jo musalmaan puri duniya me karte hai uska reaction hai.,HOF
2136,Bharat bhumi pe terrorism aur jehad,NOT
2137,Meri randi ki asli aukat sali aise hi kutiya ban kar padi rahte hi hamare pairo n hanari sewa karti hi apne\xe2\x80\xa6,HOF
2138,Mere bhaiyo mein AMU mein rights ke doran roz padha. Mere guru bhi Muslim rahe aur unaki taalim ka mein\xe2\x80\xa6,NOT
